"patient","seed","var","z","converged_ys","frac1","frac2","burn"
"p21","29246","mutation_rate_gewek",4.84517880439556,"no",0.33,0.33,0.35
"p21","9535","mono_therapy_dnds_gewek",0.0617784449738132,"yes",0.33,0.33,0.35
"p21","9535","combo_therapy_dnds_gewek",-0.20780504808216,"yes",0.33,0.33,0.35
"p21","9535","mutation_rate_gewek",-1.76939445463634,"yes",0.33,0.33,0.35
"p26","15616","mono_therapy_dnds_gewek",2.32370947237616,"no",0.33,0.33,0.35
"p26","15616","combo_therapy_dnds_gewek",-0.120216799070501,"yes",0.33,0.33,0.35
"p26","15616","mutation_rate_gewek",1.5530361984221,"yes",0.33,0.33,0.35
"p26","21187","mono_therapy_dnds_gewek",-0.424345639636365,"yes",0.33,0.33,0.35
"p26","21187","combo_therapy_dnds_gewek",-4.81950754827846,"no",0.33,0.33,0.35
"p26","21187","mutation_rate_gewek",2.94343619433495,"no",0.33,0.33,0.35
"p26","23157","mono_therapy_dnds_gewek",1.47237084961633,"yes",0.33,0.33,0.35
"p26","23157","combo_therapy_dnds_gewek",2.62959994021072,"no",0.33,0.33,0.35
"p26","23157","mutation_rate_gewek",-1.06954443530264,"yes",0.33,0.33,0.35
"p28","20759","mono_therapy_dnds_gewek",0.880646998214553,"yes",0.33,0.33,0.35
"p28","20759","combo_therapy_dnds_gewek",-0.171715939495426,"yes",0.33,0.33,0.35
"p28","20759","mutation_rate_gewek",-1.92327070976084,"yes",0.33,0.33,0.35
"p28","24462","mono_therapy_dnds_gewek",0.293992432089807,"yes",0.33,0.33,0.35
"p28","24462","combo_therapy_dnds_gewek",-0.126304818769487,"yes",0.33,0.33,0.35
"p28","24462","mutation_rate_gewek",1.86352729697601,"yes",0.33,0.33,0.35
"p28","7774","mono_therapy_dnds_gewek",1.16532031394371,"yes",0.33,0.33,0.35
"p28","7774","combo_therapy_dnds_gewek",-1.48765569760806,"yes",0.33,0.33,0.35
"p28","7774","mutation_rate_gewek",3.08443403338961,"no",0.33,0.33,0.35
"p55","15921","mono_therapy_dnds_gewek",-0.302719524222444,"yes",0.33,0.33,0.35
"p55","15921","combo_therapy_dnds_gewek",3.21355415998426,"no",0.33,0.33,0.35
"p55","15921","mutation_rate_gewek",-4.89284916549646,"no",0.33,0.33,0.35
"p55","23080","mono_therapy_dnds_gewek",-2.30712594628516,"no",0.33,0.33,0.35
"p55","23080","combo_therapy_dnds_gewek",0.406164044244928,"yes",0.33,0.33,0.35
"p55","23080","mutation_rate_gewek",-0.609731748810691,"yes",0.33,0.33,0.35
"p55","8325","mono_therapy_dnds_gewek",-1.08937988429221,"yes",0.33,0.33,0.35
"p55","8325","combo_therapy_dnds_gewek",-1.72509655479894,"yes",0.33,0.33,0.35
"p55","8325","mutation_rate_gewek",0.147139947655488,"yes",0.33,0.33,0.35
"p60","26025","mono_therapy_dnds_gewek",5.34360420212864,"no",0.33,0.33,0.35
"p60","26025","combo_therapy_dnds_gewek",-3.20310750256682,"no",0.33,0.33,0.35
"p60","26025","mutation_rate_gewek",-0.666813106353591,"yes",0.33,0.33,0.35
"p60","28920","mono_therapy_dnds_gewek",2.12352598623139,"no",0.33,0.33,0.35
"p60","28920","combo_therapy_dnds_gewek",1.01379184483954,"yes",0.33,0.33,0.35
"p60","28920","mutation_rate_gewek",-1.35575972131362,"yes",0.33,0.33,0.35
"p60","29084","mono_therapy_dnds_gewek",2.3359470870109,"no",0.33,0.33,0.35
"p60","29084","combo_therapy_dnds_gewek",-0.222610561785523,"yes",0.33,0.33,0.35
"p60","29084","mutation_rate_gewek",0.947299766123456,"yes",0.33,0.33,0.35
"p69","21248","mono_therapy_dnds_gewek",6.55383041218044,"no",0.33,0.33,0.35
"p69","21248","combo_therapy_dnds_gewek",-2.82956807362592,"no",0.33,0.33,0.35
"p69","21248","mutation_rate_gewek",1.79324771384491,"yes",0.33,0.33,0.35
"p69","28657","mono_therapy_dnds_gewek",5.4897290444948,"no",0.33,0.33,0.35
"p69","28657","combo_therapy_dnds_gewek",0.113190460239092,"yes",0.33,0.33,0.35
"p69","28657","mutation_rate_gewek",0.394343465925561,"yes",0.33,0.33,0.35
"p69","3358","mono_therapy_dnds_gewek",2.24006989125127,"no",0.33,0.33,0.35
"p69","3358","combo_therapy_dnds_gewek",-0.095495215903393,"yes",0.33,0.33,0.35
"p69","3358","mutation_rate_gewek",-2.78221548946866,"no",0.33,0.33,0.35
