"patient","seed","var","z","converged_ys","frac1","frac2","burn"
"p26","21187","mutation_rate_gewek",1.3843451188262,"yes",0.49,0.5,0.7
"p26","23157","mono_therapy_dnds_gewek",0.934517288225934,"yes",0.49,0.5,0.7
"p26","23157","combo_therapy_dnds_gewek",-0.995864004732346,"yes",0.49,0.5,0.7
"p26","23157","mutation_rate_gewek",0.728910768070563,"yes",0.49,0.5,0.7
"p28","20759","mono_therapy_dnds_gewek",0.301284015958156,"yes",0.49,0.5,0.7
"p28","20759","combo_therapy_dnds_gewek",0.0517730815467092,"yes",0.49,0.5,0.7
"p28","20759","mutation_rate_gewek",-2.08581519993781,"no",0.49,0.5,0.7
"p28","24462","mono_therapy_dnds_gewek",2.0652981131455,"no",0.49,0.5,0.7
"p28","24462","combo_therapy_dnds_gewek",-1.97796195290209,"no",0.49,0.5,0.7
"p28","24462","mutation_rate_gewek",1.17829374448083,"yes",0.49,0.5,0.7
"p28","7774","mono_therapy_dnds_gewek",1.35154605614577,"yes",0.49,0.5,0.7
"p28","7774","combo_therapy_dnds_gewek",0.359258309396077,"yes",0.49,0.5,0.7
"p28","7774","mutation_rate_gewek",-0.181426186826691,"yes",0.49,0.5,0.7
"p55","15921","mono_therapy_dnds_gewek",-1.58947836452709,"yes",0.49,0.5,0.7
"p55","15921","combo_therapy_dnds_gewek",-0.432867313105115,"yes",0.49,0.5,0.7
"p55","15921","mutation_rate_gewek",0.728071354489283,"yes",0.49,0.5,0.7
"p55","23080","mono_therapy_dnds_gewek",-0.485728164189225,"yes",0.49,0.5,0.7
"p55","23080","combo_therapy_dnds_gewek",-0.144888875567535,"yes",0.49,0.5,0.7
"p55","23080","mutation_rate_gewek",-0.394191514272095,"yes",0.49,0.5,0.7
"p55","8325","mono_therapy_dnds_gewek",-1.03366559002228,"yes",0.49,0.5,0.7
"p55","8325","combo_therapy_dnds_gewek",-1.62238139464282,"yes",0.49,0.5,0.7
"p55","8325","mutation_rate_gewek",0.99593860394422,"yes",0.49,0.5,0.7
"p60","26025","mono_therapy_dnds_gewek",2.57735897949735,"no",0.49,0.5,0.7
"p60","26025","combo_therapy_dnds_gewek",-2.10033412604871,"no",0.49,0.5,0.7
"p60","26025","mutation_rate_gewek",0.352071210083019,"yes",0.49,0.5,0.7
"p60","28920","mono_therapy_dnds_gewek",-2.78431113507784,"no",0.49,0.5,0.7
"p60","28920","combo_therapy_dnds_gewek",1.14899109471748,"yes",0.49,0.5,0.7
"p60","28920","mutation_rate_gewek",-0.76008185002801,"yes",0.49,0.5,0.7
"p60","29084","mono_therapy_dnds_gewek",0.382744071965618,"yes",0.49,0.5,0.7
"p60","29084","combo_therapy_dnds_gewek",1.198846550579,"yes",0.49,0.5,0.7
"p60","29084","mutation_rate_gewek",-0.0372419461361964,"yes",0.49,0.5,0.7
"p69","21248","mono_therapy_dnds_gewek",1.99469839462509,"no",0.49,0.5,0.7
"p69","21248","combo_therapy_dnds_gewek",1.20993179980244,"yes",0.49,0.5,0.7
"p69","21248","mutation_rate_gewek",-0.845651313979523,"yes",0.49,0.5,0.7
"p69","28657","mono_therapy_dnds_gewek",1.01925699472451,"yes",0.49,0.5,0.7
"p69","28657","combo_therapy_dnds_gewek",3.50341395026865,"no",0.49,0.5,0.7
"p69","28657","mutation_rate_gewek",-2.17996215417019,"no",0.49,0.5,0.7
"p69","3358","mono_therapy_dnds_gewek",0.26336845546433,"yes",0.49,0.5,0.7
"p69","3358","combo_therapy_dnds_gewek",-0.390259191923551,"yes",0.49,0.5,0.7
"p69","3358","mutation_rate_gewek",1.22871837970122,"yes",0.49,0.5,0.7
